Time (UTC);WT_WW-P-50.215.ThHy_ext.PU315;eta_total_electric_power;hex1_on_off;central_machine_heating_on_off;EV_NVP.Elek_P.TGA;chp1_electric_power;static_heating_volume_flow;t_amb;hex1_thermal_load;static_heating_on_off;chp2_electric_power;bproductionmodeactivated;static_heating_thermal_load;central_machine_heating_volume_flow;ThSp_VC-100E.395.ThHy_T_ob;central_machine_heating_thermal_load;hex1_volume_flow_hnht;eta_without_hnht_electric_power;zero_thermal_load;bsetstatusonalgorithm;bheatingmodeactivated;chp_index;feed_in_tariff_euro_per_kWh;chp_remuneration_self_consumption_euro_per_kWh;electricity_price_euro_per_kWh;CO2_intensity_gCO2_per_kWh;gas_price_euro_per_kWh
2026-01-01 00:38:00;23,61998748779297;7,0712056159973145;0;0;6,195278644561768;0,0;0,0;17,520000457763672;-0,0;0;0,0;1,0;-0,0;0,0;68,20911407470703;-0,0;0,0;7,0712056159973145;0;1;1;0,07176;0,16026;0,04;0,24013;575,295;0,08
2026-01-01 00:39:00;23,61998748779297;7,167000770568848;0;0;6,202192783355713;0,0;0,0;17,520000457763672;-0,0;0;0,0;1,0;-0,0;0,0;68,20527648925781;-0,0;0,0;7,167000770568848;0;1;1;0,07176;0,16026;0,04;0,24013;575,295;0,08
2026-01-01 00:40:00;23,61998748779297;7,108327388763428;0;0;6,199185371398926;0,0;0,0;17,520000457763672;-0,0;0;0,0;1,0;-0,0;0,0;68,20298767089844;-0,0;0,0;7,108327388763428;0;1;1;0,07176;0,16026;0,04;0,24013;575,295;0,08
2026-01-01 00:41:00;23,61998748779297;7,136805057525635;0;0;6,13415002822876;0,0;0,0;17,487483978271484;-0,0;0;0,0;1,0;-0,0;0,0;68,20335388183594;-0,0;0,0;7,136805057525635;0;1;1;0,07176;0,16026;0,04;0,24013;575,295;0,08
2026-01-01 00:42:00;23,61998748779297;7,081737995147705;0;0;6,166708946228027;0,0;0,0;17,440000534057617;-0,0;0;0,0;1,0;-0,0;0,0;68,2016830444336;-0,0;0,0;7,081737995147705;0;1;1;0,07176;0,16026;0,04;0,24013;575,295;0,08
2026-01-01 00:43:00;23,61998748779297;7,087762355804443;0;0;6,091178894042969;0,0;0,0;17,440000534057617;-0,0;0;0,0;1,0;-0,0;0,0;68,19474792480469;-0,0;0,0;7,087762355804443;0;1;1;0,07176;0,16026;0,04;0,24013;575,295;0,08
2026-01-01 00:44:00;23,61998748779297;7,20055103302002;0;0;6,173392295837402;0,0;0,0;17,440000534057617;-0,0;0;0,0;1,0;-0,0;0,0;68,19497680664062;-0,0;0,0;7,20055103302002;0;1;1;0,07176;0,16026;0,04;0,24013;575,295;0,08
2026-01-01 00:45:00;23,61998748779297;7,099799633026123;0;0;6,16254997253418;0,0;0,0;17,440000534057617;-0,0;0;0,0;1,0;-0,0;0,0;68,1876220703125;-0,0;0,0;7,099799633026123;0;1;1;0,07176;0,16026;0,04;0,24013;575,295;0,08
2026-01-01 00:46:00;23,61998748779297;7,106605529785156;0;0;6,126250267028809;0,0;0,0;17,440000534057617;-0,0;0;0,0;1,0;-0,0;0,0;68,18536376953125;-0,0;0,0;7,106605529785156;0;1;1;0,07176;0,16026;0,04;0,24013;575,295;0,08
2026-01-01 00:47:00;23,61998748779297;7,127843856811523;0;0;6,202948093414307;0,0;0,0;17,440000534057617;-0,0;0;0,0;1,0;-0,0;0,0;68,18187713623047;-0,0;0,0;7,127843856811523;0;1;1;0,07176;0,16026;0,04;0,24013;575,295;0,08
2026-01-01 00:48:00;23,61998748779297;7,13036060333252;0;0;6,18063497543335;0,0;0,0;17,440000534057617;-0,0;0;0,0;1,0;-0,0;0,0;68,18600463867188;-0,0;0,0;7,13036060333252;0;1;1;0,07176;0,16026;0,04;0,24013;575,295;0,08
2026-01-01 00:49:00;23,61998748779297;7,1140546798706055;0;0;6,1697540283203125;0,0;0,0;17,440000534057617;-0,0;0;0,0;1,0;-0,0;0,0;68,17843627929688;-0,0;0,0;7,1140546798706055;0;1;1;0,07176;0,16026;0,04;0,24013;575,295;0,08
2026-01-01 00:50:00;23,61998748779297;7,168760299682617;0;0;6,1055521965026855;0,0;0,0;17,440000534057617;-0,0;0;0,0;1,0;-0,0;0,0;68,1695327758789;-0,0;0,0;7,168760299682617;0;1;1;0,07176;0,16026;0,04;0,24013;575,295;0,08
2026-01-01 00:51:00;23,61998748779297;7,134287357330322;0;0;6,134615898132324;0,0;0,0;17,440000534057617;-0,0;0;0,0;1,0;-0,0;0,0;68,15999603271484;-0,0;0,0;7,134287357330322;0;1;1;0,07176;0,16026;0,04;0,24013;575,295;0,08
2026-01-01 00:52:00;23,61998748779297;7,1628499031066895;0;0;6,191949367523193;0,0;0,0;17,440000534057617;-0,0;0;0,0;1,0;-0,0;0,0;68,16145324707031;-0,0;0,0;7,1628499031066895;0;1;1;0,07176;0,16026;0,04;0,24013;575,295;0,08
2026-01-01 00:53:00;23,61998748779297;7,159383773803711;0;0;6,135095119476318;0,0;0,0;17,440000534057617;-0,0;0;0,0;1,0;-0,0;0,0;68,15946197509766;-0,0;0,0;7,159383773803711;0;1;1;0,07176;0,16026;0,04;0,24013;575,295;0,08
2026-01-01 00:54:00;23,61998748779297;7,11907434463501;0;0;6,130747318267822;0,0;0,0;17,440000534057617;-0,0;0;0,0;1,0;-0,0;0,0;68,1514663696289;-0,0;0,0;7,11907434463501;0;1;1;0,07176;0,16026;0,04;0,24013;575,295;0,08
