From;lastverlauf
06.10.2025 14:03;16,91375866
06.10.2025 14:04;16,91375866
06.10.2025 14:05;16,91375866
06.10.2025 14:06;16,91375866
06.10.2025 14:07;16,91375866
06.10.2025 14:08;16,91375866
06.10.2025 14:09;16,91375866
06.10.2025 14:10;16,54418307
06.10.2025 14:11;16,54418307
06.10.2025 14:12;16,54418307
06.10.2025 14:13;16,54418307
06.10.2025 14:14;16,54418307
06.10.2025 14:15;16,54418307
06.10.2025 14:16;16,54418307
06.10.2025 14:17;16,54418307
06.10.2025 14:18;16,54418307
06.10.2025 14:19;16,54418307
06.10.2025 14:20;16,19178601
06.10.2025 14:21;16,19178601
06.10.2025 14:22;16,19178601
06.10.2025 14:23;16,19178601
06.10.2025 14:24;16,19178601
06.10.2025 14:25;16,19178601
06.10.2025 14:26;16,19178601
06.10.2025 14:27;16,19178601
06.10.2025 14:28;16,19178601
06.10.2025 14:29;16,19178601
06.10.2025 14:30;15,76216377
06.10.2025 14:31;15,76216377
06.10.2025 14:32;15,76216377
06.10.2025 14:33;15,76216377
06.10.2025 14:34;15,76216377
06.10.2025 14:35;15,76216377
06.10.2025 14:36;15,76216377
06.10.2025 14:37;15,76216377
06.10.2025 14:38;15,76216377
06.10.2025 14:39;15,76216377
06.10.2025 14:40;15,62039937
06.10.2025 14:41;15,62039937
06.10.2025 14:42;15,62039937
06.10.2025 14:43;15,62039937
06.10.2025 14:44;15,62039937
06.10.2025 14:45;15,62039937
06.10.2025 14:46;15,62039937
06.10.2025 14:47;15,62039937
06.10.2025 14:48;15,62039937
06.10.2025 14:49;15,62039937
06.10.2025 14:50;17,51453723
06.10.2025 14:51;17,51453723
06.10.2025 14:52;17,51453723
06.10.2025 14:53;17,51453723
06.10.2025 14:54;17,51453723
06.10.2025 14:55;17,51453723
06.10.2025 14:56;17,51453723
06.10.2025 14:57;17,51453723
06.10.2025 14:58;17,51453723
06.10.2025 14:59;17,51453723
06.10.2025 15:00;24,90493565
06.10.2025 15:01;24,90493565
06.10.2025 15:02;24,90493565
06.10.2025 15:03;24,90493565
06.10.2025 15:04;24,90493565
06.10.2025 15:05;24,90493565
06.10.2025 15:06;24,90493565
06.10.2025 15:07;24,90493565
06.10.2025 15:08;24,90493565
06.10.2025 15:09;24,90493565
06.10.2025 15:10;43,04394742
06.10.2025 15:11;43,04394742
06.10.2025 15:12;43,04394742
06.10.2025 15:13;43,04394742
06.10.2025 15:14;43,04394742
06.10.2025 15:15;43,04394742
06.10.2025 15:16;43,04394742
06.10.2025 15:17;43,04394742
06.10.2025 15:18;43,04394742
06.10.2025 15:19;43,04394742
06.10.2025 15:20;23,7758646
06.10.2025 15:21;23,7758646
06.10.2025 15:22;23,7758646
06.10.2025 15:23;23,7758646
06.10.2025 15:24;23,7758646
06.10.2025 15:25;23,7758646
06.10.2025 15:26;23,7758646
06.10.2025 15:27;23,7758646
06.10.2025 15:28;23,7758646
06.10.2025 15:29;23,7758646
06.10.2025 15:30;14,3444849
06.10.2025 15:31;14,3444849
06.10.2025 15:32;14,3444849
06.10.2025 15:33;14,3444849
06.10.2025 15:34;14,3444849
06.10.2025 15:35;14,3444849
06.10.2025 15:36;14,3444849
06.10.2025 15:37;14,3444849
06.10.2025 15:38;14,3444849
06.10.2025 15:39;14,3444849
06.10.2025 15:40;13,00313768
06.10.2025 15:41;13,00313768
06.10.2025 15:42;13,00313768
06.10.2025 15:43;13,00313768
06.10.2025 15:44;13,00313768
06.10.2025 15:45;13,00313768
06.10.2025 15:46;13,00313768
06.10.2025 15:47;13,00313768
06.10.2025 15:48;13,00313768
06.10.2025 15:49;13,00313768
06.10.2025 15:50;1,44299032
06.10.2025 15:51;1,44299032
06.10.2025 15:52;1,44299032
06.10.2025 15:53;1,44299032
06.10.2025 15:54;1,44299032
06.10.2025 15:55;1,44299032
06.10.2025 15:56;1,44299032
06.10.2025 15:57;1,44299032
06.10.2025 15:58;1,44299032
06.10.2025 15:59;1,44299032
06.10.2025 16:00;1,44299032
06.10.2025 16:01;1,44299032
06.10.2025 16:02;1,44299032
06.10.2025 16:03;1,44299032
06.10.2025 16:04;1,44299032
06.10.2025 16:05;1,44299032
06.10.2025 16:06;1,44299032
06.10.2025 16:07;1,44299032
06.10.2025 16:08;1,44299032
06.10.2025 16:09;1,44299032
06.10.2025 16:10;1,44299032
06.10.2025 16:11;1,44299032
06.10.2025 16:12;1,44299032
06.10.2025 16:13;1,44299032
06.10.2025 16:14;1,44299032
06.10.2025 16:15;1,44299032
06.10.2025 16:16;1,44299032
06.10.2025 16:17;1,44299032
06.10.2025 16:18;1,44299032
06.10.2025 16:19;1,44299032
