From;HKK_HWV.300.ThHy_P.WMZ300
26.09.2025 13:40;33,71793213
26.09.2025 13:41;33,71793213
26.09.2025 13:42;33,71793213
26.09.2025 13:43;33,71793213
26.09.2025 13:44;33,71793213
26.09.2025 13:45;33,71793213
26.09.2025 13:46;33,71793213
26.09.2025 13:47;33,71793213
26.09.2025 13:48;33,71793213
26.09.2025 13:49;33,71793213
26.09.2025 13:50;35,37480049
26.09.2025 13:51;35,37480049
26.09.2025 13:52;35,37480049
26.09.2025 13:53;35,37480049
26.09.2025 13:54;35,37480049
26.09.2025 13:55;35,37480049
26.09.2025 13:56;35,37480049
26.09.2025 13:57;35,37480049
26.09.2025 13:58;35,37480049
26.09.2025 13:59;35,37480049
26.09.2025 14:00;33,85223465
26.09.2025 14:01;33,85223465
26.09.2025 14:02;33,85223465
26.09.2025 14:03;33,85223465
26.09.2025 14:04;33,85223465
26.09.2025 14:05;33,85223465
26.09.2025 14:06;33,85223465
26.09.2025 14:07;33,85223465
26.09.2025 14:08;33,85223465
26.09.2025 14:09;33,85223465
26.09.2025 14:10;33,82751732
26.09.2025 14:11;33,82751732
26.09.2025 14:12;33,82751732
26.09.2025 14:13;33,82751732
26.09.2025 14:14;33,82751732
26.09.2025 14:15;33,82751732
26.09.2025 14:16;33,82751732
26.09.2025 14:17;33,82751732
26.09.2025 14:18;33,82751732
26.09.2025 14:19;33,82751732
26.09.2025 14:20;33,08836613
26.09.2025 14:21;33,08836613
26.09.2025 14:22;33,08836613
26.09.2025 14:23;33,08836613
26.09.2025 14:24;33,08836613
26.09.2025 14:25;33,08836613
26.09.2025 14:26;33,08836613
26.09.2025 14:27;33,08836613
26.09.2025 14:28;33,08836613
26.09.2025 14:29;33,08836613
26.09.2025 14:30;32,38357201
26.09.2025 14:31;32,38357201
26.09.2025 14:32;32,38357201
26.09.2025 14:33;32,38357201
26.09.2025 14:34;32,38357201
26.09.2025 14:35;32,38357201
26.09.2025 14:36;32,38357201
26.09.2025 14:37;32,38357201
26.09.2025 14:38;32,38357201
26.09.2025 14:39;32,38357201
26.09.2025 14:40;31,52432754
26.09.2025 14:41;31,52432754
26.09.2025 14:42;31,52432754
26.09.2025 14:43;31,52432754
26.09.2025 14:44;31,52432754
26.09.2025 14:45;31,52432754
26.09.2025 14:46;31,52432754
26.09.2025 14:47;31,52432754
26.09.2025 14:48;31,52432754
26.09.2025 14:49;31,52432754
26.09.2025 14:50;31,24079873
26.09.2025 14:51;31,24079873
26.09.2025 14:52;31,24079873
26.09.2025 14:53;31,24079873
26.09.2025 14:54;31,24079873
26.09.2025 14:55;31,24079873
26.09.2025 14:56;31,24079873
26.09.2025 14:57;31,24079873
26.09.2025 14:58;31,24079873
26.09.2025 14:59;31,24079873
26.09.2025 15:00;35,02907445
26.09.2025 15:01;35,02907445
26.09.2025 15:02;35,02907445
26.09.2025 15:03;35,02907445
26.09.2025 15:04;35,02907445
26.09.2025 15:05;35,02907445
26.09.2025 15:06;35,02907445
26.09.2025 15:07;35,02907445
26.09.2025 15:08;35,02907445
26.09.2025 15:09;35,02907445
26.09.2025 15:10;49,80987129
26.09.2025 15:11;49,80987129
26.09.2025 15:12;49,80987129
26.09.2025 15:13;49,80987129
26.09.2025 15:14;49,80987129
26.09.2025 15:15;49,80987129
26.09.2025 15:16;49,80987129
26.09.2025 15:17;49,80987129
26.09.2025 15:18;49,80987129
26.09.2025 15:19;49,80987129
26.09.2025 15:20;86,08789483
26.09.2025 15:21;86,08789483
26.09.2025 15:22;86,08789483
26.09.2025 15:23;86,08789483
26.09.2025 15:24;86,08789483
26.09.2025 15:25;86,08789483
26.09.2025 15:26;86,08789483
26.09.2025 15:27;86,08789483
26.09.2025 15:28;86,08789483
26.09.2025 15:29;86,08789483
26.09.2025 15:30;47,5517292
26.09.2025 15:31;47,5517292
26.09.2025 15:32;47,5517292
26.09.2025 15:33;47,5517292
26.09.2025 15:34;47,5517292
26.09.2025 15:35;47,5517292
26.09.2025 15:36;47,5517292
26.09.2025 15:37;47,5517292
26.09.2025 15:38;47,5517292
26.09.2025 15:39;47,5517292
26.09.2025 15:40;28,6889698
26.09.2025 15:41;28,6889698
26.09.2025 15:42;28,6889698
26.09.2025 15:43;28,6889698
26.09.2025 15:44;28,6889698
26.09.2025 15:45;28,6889698
26.09.2025 15:46;28,6889698
26.09.2025 15:47;28,6889698
26.09.2025 15:48;28,6889698
26.09.2025 15:49;28,6889698
26.09.2025 15:50;26,00627535
26.09.2025 15:51;26,00627535
26.09.2025 15:52;26,00627535
26.09.2025 15:53;26,00627535
26.09.2025 15:54;26,00627535
26.09.2025 15:55;26,00627535
26.09.2025 15:56;26,00627535
26.09.2025 15:57;26,00627535
26.09.2025 15:58;26,00627535
26.09.2025 15:59;26,00627535
26.09.2025 16:00;2,885980639
26.09.2025 16:01;2,885980639
26.09.2025 16:02;2,885980639
26.09.2025 16:03;2,885980639
26.09.2025 16:04;2,885980639
26.09.2025 16:05;2,885980639
26.09.2025 16:06;2,885980639
26.09.2025 16:07;2,885980639
26.09.2025 16:08;2,885980639
26.09.2025 16:09;2,885980639
26.09.2025 16:10;2,885980639
26.09.2025 16:11;2,885980639
26.09.2025 16:12;2,885980639
26.09.2025 16:13;2,885980639
26.09.2025 16:14;2,885980639
26.09.2025 16:15;2,885980639
26.09.2025 16:16;2,885980639
26.09.2025 16:17;2,885980639
26.09.2025 16:18;2,885980639
26.09.2025 16:19;2,885980639
26.09.2025 16:20;2,885980639
26.09.2025 16:21;2,885980639
26.09.2025 16:22;2,885980639
26.09.2025 16:23;2,885980639
26.09.2025 16:24;2,885980639
26.09.2025 16:25;2,885980639
26.09.2025 16:26;2,885980639
26.09.2025 16:27;2,885980639
26.09.2025 16:28;2,885980639
26.09.2025 16:29;2,885980639
